,Computer Science,Information Technology,Software Development,Data Science and Analytics,Artificial Intelligence,Machine Learning,Cyber Security,Information Security,Computer Information Systems,Information Systems,Web Design,Mobile Application,Game Design,Software Testing,Networking,Robotics,Electrical Engineering,Electronics Engineering,Electronics and Communication Engineering,Electronics and Telecommunication Engineering,Electrical and Electronic Engineering,Power Engineering,Telecommunications Engineering,Instrumentation,Energy Systems Technology,Nuclear Engineering,Mechanical Engineering,Mechanical and Mechatronics Engineering,Mechatronics,Manufacturing Engineering,Industrial Engineering,Automotive Engineering,Aerospace Engineering,Aeronautical Engineering,Marine Engineering,Nanotechnology,Civil Engineering,Structural Engineering,Construction Management,Architecture,Architectural Engineering,Urban Planning,Geotechnical Engineering,Environmental Engineering,Chemical Engineering,Process Engineering,Petroleum Engineering,Biotechnology,Biomedical Engineering,Mining Engineering,Physics,Chemistry,Mathematics,Statistics,Astrophysics,Astronomy,Geophysics,Geology,Meteorology,Actuarial Science,Biology,Biochemistry,Microbiology,Genetics,Immunology,Neuroscience,Bioinformatics,Medical Technology,Public Health,Nursing,Physiotherapy,Pharmacy,Dentistry,Veterinary Science,Speech Therapy,Nutrition,Dietetics,Health Psychology,Forestry,Agriculture,Agronomy,Plant Science,Animal Science,Business Administration,Business Management,Project Management,Risk Management,Finance,Financial Management,Insurance,Banking,Taxation,Marketing,Advertising,Public Relations,Human Resource Management,Human Resource Development,International Business,Entrepreneurship,Supply Chain Management,Transportation Management,Business Analytics,Creative Writing,Drama,Painting,Sculpture,Photography,Ceramics,Music,Theatre,Journalism,Accounts,Economics,Hospitality and Tourism Management,Diploma,Psychology,Pharmaceutical Sciences,Medical Science,Computer Technology,Agricultural Science,General Studies,Law,Language and Literature,Political Science,Sales,English,Computing,History,Food Science,Interior Design,Life Science,Health Science,Sociology,Agribusiness,Marketing Management,Animation,Zoology,Business Analysis,Geography,Visual Arts,Physical Education,Forensic Science,Humanities,Operations,Digital Business,Product Design Engineering,Horticulture,Financial Services,Philosophy,Dental Hygiene,Clinical Sciences,Gender Studies,Travel and Tourism,Multimedia,Film,Logistics,Physiology,Healthcare,Medical Radiation Technology,Textile,International Relations,Aviation,Industrial Design,Criminology,Sports Science,Culinary Skills,Engineering Management,Graphics,Textile Engineering,Lab Technician,Radiologic Science,International Management,Construction,Drug Development,Fisheries,Public Administration,Biomedical Sciences,Behavioral Sciences,Culinary Arts,Material Science,Textiles,Sports Management,Anthropology,IT Business Analytics,Electromechanical Engineering,Event Management,Management Consulting,Technical Management,Transportation,Physical Sciences,Human Service,Plastics Engineering,Fire Science,Nanoscience,Elementary Education,Primary Education,Education Assistance,Early Childhood Education,Educational Training,Community Development,Dairy,Mobile Communication,Poultry,Marine Biology,Education Counseling,Psychiatric Nursing,Aviation Technology,Secondary Education,Therapist Assistant,Interactive Media,Mariculture,Legal Assistant,Developmental Service Worker,Library,Mining,Respiratory Care,Animal Care,Theology,Physical Activity,Cinematography,Organizational Management,Archaeology,Communicative Disorder,Justice and Emergency Services,Art,Oral Science,Child and Youth Worker,Fishery,Real Estate,Water Resource,Animal Conservation,Property Administration,Biomechanical Devices,Child Care,Criminal Science,Cytotechnology,Exercise,Fitness,Innovation,Aesthetics,Heating,Office Administration,Paper and Bioprocess,Studio Art,Interdisciplinary Studies,Police and Public Safety,Publishing,Autism,Bakery and Pastry Arts,Kinesiology,Spatial Engineering,Wine Making,Acupuncture,Court Support,Exhibition/Event,Gerontology,Hair Styling,Interdisciplinary Engineering,Midwifery,Museum and Gallery Studies,Brewery,Carpentry,Esthetic Services,Ethnic Studies,Firefighting,International Criminology,Military,Reading,Therapeutic Recreation,Welding and Fabrication,Winery,Woodworking
Plant Science,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,85,60,60,60,75,60,60,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,85,85,85,100,85,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,20,20,20,20,20,20,20,20,20,50,50,50,20,20,75,75,20,85,20,20,20,20,50,20,20,20,75,20,75,75,20,50,50,20,75,50,85,20,75,75,20,50,50,20,85,50,20,75,75,20,50,20,20,50,75,75,75,20,20,20,20,20,75,20,20,20,20,75,75,50,20,75,85,20,75,20,20,20,20,50,20,50,20,50,50,20,20,75,20,20,75,75,40,40,40,40,40,20,75,20,85,75,40,75,20,40,75,20,85,20,20,20,20,75,75,20,75,20,50,20,75,20,20,75,20,85,50,85,85,50,20,20,20,75,75,75,50,20,20,50,20,20,20,20,20,75,20,75,20,75,75,20,20,75,20,20,75,20,75,20,20,20,75,20,20,20,75,20,75,20
Animal Science,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,85,60,60,60,75,60,60,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,85,85,85,85,100,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,20,20,20,20,20,20,20,20,20,50,50,50,20,20,75,75,20,85,20,20,20,20,50,20,20,20,75,20,75,75,20,50,50,20,75,50,85,20,75,75,20,50,50,20,85,50,20,75,75,20,50,20,20,50,75,75,75,20,20,20,20,20,75,20,20,20,20,75,75,50,20,75,85,20,75,20,20,20,20,50,20,50,20,50,50,20,20,75,20,20,75,75,40,40,40,40,40,20,75,20,85,75,40,75,20,40,75,20,85,20,20,20,20,75,75,20,75,20,50,20,75,20,20,75,20,85,50,85,85,50,20,20,20,75,75,75,50,20,20,50,20,20,20,20,20,75,20,75,20,75,75,20,20,75,20,20,75,20,75,20,20,20,75,20,20,20,75,20,75,20
Business Administration,25,25,50,30,30,50,50,50,15,50,50,50,50,50,50,50,15,15,15,50,50,50,50,15,50,50,15,15,50,50,50,10,50,50,50,50,15,50,50,20,10,50,50,50,15,50,50,10,50,50,15,10,20,10,50,50,50,50,50,50,50,85,15,50,50,50,50,50,50,15,15,15,15,50,50,50,50,50,50,5,50,50,50,100,95,85,75,85,90,75,75,75,85,85,75,85,85,90,75,75,75,70,20,20,20,20,20,20,20,20,20,80,80,50,20,35,15,15,20,15,30,40,15,30,75,25,25,20,50,50,50,50,30,15,85,15,25,20,15,10,5,50,20,75,75,20,50,75,20,50,50,20,75,20,20,75,50,50,50,20,20,20,20,20,50,20,20,20,20,50,50,75,20,50,50,20,50,20,20,20,20,75,20,75,20,75,75,20,20,15,20,20,50,50,40,40,40,40,40,20,50,20,50,50,40,50,20,40,50,20,50,20,20,20,20,50,50,20,50,20,85,20,50,20,20,50,20,50,75,50,50,75,20,20,20,50,50,50,85,20,20,75,20,20,20,20,20,50,20,50,20,50,50,20,20,50,20,20,50,20,50,20,20,20,50,20,20,20,50,20,50,20
Business Management,25,25,50,30,15,50,50,50,15,50,50,50,50,50,50,50,15,15,15,50,50,50,50,15,50,50,15,15,50,50,50,10,50,50,50,50,15,50,50,20,10,50,50,50,15,50,50,10,50,50,15,10,20,10,50,50,50,50,50,50,50,80,15,50,50,50,50,50,50,15,15,15,15,50,50,50,50,50,50,5,50,50,50,95,100,85,75,85,85,75,75,75,85,80,75,85,85,85,75,75,75,65,20,20,20,20,20,20,20,20,20,80,80,50,20,35,15,15,20,15,30,40,15,30,75,25,25,20,50,50,50,50,30,15,90,15,25,20,15,10,5,50,20,75,75,20,50,75,20,50,50,20,75,20,20,75,50,50,50,20,20,20,20,20,50,20,20,20,20,50,50,75,20,50,50,20,50,20,20,20,20,75,20,75,20,75,75,20,20,15,20,20,50,50,40,40,40,40,40,20,50,20,50,50,40,50,20,40,50,20,50,20,20,20,20,50,50,20,50,20,85,20,50,20,20,50,20,50,75,50,50,75,20,20,20,50,50,50,85,20,20,75,20,20,20,20,20,50,20,50,20,50,50,20,20,50,20,20,50,20,50,20,20,20,50,20,20,20,50,20,50,20
Project Management,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,85,85,100,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,20,20,20,20,20,20,20,20,20,75,75,75,20,20,50,50,20,50,20,20,20,20,75,20,20,20,50,20,50,50,20,75,75,20,50,75,50,20,50,50,20,75,75,20,50,75,20,50,50,20,75,20,20,75,50,50,50,20,20,20,20,20,50,20,20,20,20,50,50,75,20,50,50,20,50,20,20,20,20,75,20,75,20,75,75,20,20,50,20,20,50,50,40,40,40,40,40,20,50,20,50,50,40,50,20,40,50,20,50,20,20,20,20,50,50,20,50,20,85,20,50,20,20,50,20,50,75,50,50,75,20,20,20,50,50,50,85,20,20,75,20,20,20,20,20,50,20,50,20,50,50,20,20,50,20,20,50,20,50,20,20,20,50,20,20,20,50,20,50,20
Risk Management,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,75,75,75,100,85,85,85,85,85,75,75,75,75,75,75,75,75,75,75,20,20,20,20,20,20,20,20,20,85,75,75,20,20,50,50,20,50,20,20,20,20,75,20,20,20,50,20,50,50,20,75,75,20,50,75,50,20,50,50,20,75,75,20,50,85,20,50,50,20,75,20,20,75,50,50,50,20,20,20,20,20,50,20,20,20,20,50,50,75,20,50,50,20,50,20,20,20,20,75,20,75,20,75,75,20,20,50,20,20,50,50,40,40,40,40,40,20,50,20,50,50,40,50,20,40,50,20,50,20,20,20,20,50,50,20,50,20,75,20,50,20,20,50,20,50,75,50,50,75,20,20,20,50,50,50,75,20,20,75,20,20,20,20,20,50,20,50,20,50,50,20,20,50,20,20,50,20,50,20,20,20,50,20,20,20,50,20,50,20
Finance,15,15,50,25,10,50,50,50,10,50,50,50,50,50,50,50,10,10,10,50,50,50,50,10,50,50,10,10,50,50,50,5,50,50,50,50,10,50,50,15,5,50,50,50,10,50,50,5,50,50,15,5,25,5,50,50,50,50,50,50,50,60,10,50,50,50,50,50,50,10,10,10,10,50,50,50,50,50,50,5,50,50,50,85,85,75,85,100,95,85,85,85,75,60,75,70,70,70,75,75,75,60,20,20,20,20,20,20,20,20,20,95,85,40,20,25,10,10,20,10,20,35,10,25,75,15,15,20,50,35,50,50,20,10,75,10,20,15,10,5,5,50,20,75,75,20,50,85,20,50,50,20,75,20,20,75,50,50,50,20,20,20,20,20,50,20,20,20,20,50,50,75,20,50,50,20,50,20,20,20,20,75,20,75,20,75,75,20,20,10,20,20,50,50,40,40,40,40,40,20,50,20,50,50,40,50,20,40,50,20,50,20,20,20,20,50,50,20,50,20,75,20,50,20,20,50,20,50,75,50,50,75,20,20,20,50,50,50,75,20,20,75,20,20,20,20,20,50,20,50,20,50,50,20,20,50,20,20,50,20,50,20,20,20,50,20,20,20,50,20,50,20
Financial Management,15,15,50,25,10,50,50,50,25,50,50,50,50,50,50,50,10,10,10,50,50,50,50,10,50,50,10,10,50,50,50,5,50,50,50,50,10,50,50,15,5,50,50,50,10,50,50,5,50,50,15,5,25,5,50,50,50,50,50,50,50,60,10,50,50,50,50,50,50,10,10,10,10,50,50,50,50,50,50,5,50,50,50,90,95,75,85,95,100,85,85,85,75,60,75,70,70,70,75,75,75,80,20,20,20,20,20,20,20,20,20,90,85,40,20,25,10,10,20,10,20,35,10,25,75,15,15,20,50,35,50,50,20,10,75,10,20,15,10,5,5,50,20,75,75,20,50,85,20,50,50,20,75,20,20,75,50,50,50,20,20,20,20,20,50,20,20,20,20,50,50,75,20,50,50,20,50,20,20,20,20,75,20,75,20,75,75,20,20,10,20,20,50,50,40,40,40,40,40,20,50,20,50,50,40,50,20,40,50,20,50,20,20,20,20,50,50,20,50,20,75,20,50,20,20,50,20,50,75,50,50,75,20,20,20,50,50,50,75,20,20,75,20,20,20,20,20,50,20,50,20,50,50,20,20,50,20,20,50,20,50,20,20,20,50,20,20,20,50,20,50,20
Insurance,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,75,75,75,85,85,85,100,85,85,75,75,75,75,75,75,75,75,75,75,20,20,20,20,20,20,20,20,20,85,75,75,20,20,50,50,20,50,20,20,20,20,75,20,20,20,50,20,50,50,20,75,75,20,50,75,50,20,50,50,20,75,75,20,50,85,20,50,50,20,75,20,20,75,50,50,50,20,20,20,20,20,50,20,20,20,20,50,50,75,20,50,50,20,50,20,20,20,20,75,20,75,20,75,75,20,20,50,20,20,50,50,40,40,40,40,40,20,50,20,50,50,40,50,20,40,50,20,50,20,20,20,20,50,50,20,50,20,75,20,50,20,20,50,20,50,75,50,50,75,20,20,20,50,50,50,75,20,20,75,20,20,20,20,20,50,20,50,20,50,50,20,20,50,20,20,50,20,50,20,20,20,50,20,20,20,50,20,50,20
Banking,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,75,75,75,85,85,85,85,100,85,75,75,75,75,75,75,75,75,75,75,20,20,20,20,20,20,20,20,20,85,75,75,20,20,50,50,20,50,20,20,20,20,75,20,20,20,50,20,50,50,20,75,75,20,50,75,50,20,50,50,20,75,75,20,50,85,20,50,50,20,75,20,20,75,50,50,50,20,20,20,20,20,50,20,20,20,20,50,50,75,20,50,50,20,50,20,20,20,20,75,20,75,20,75,75,20,20,50,20,20,50,50,40,40,40,40,40,20,50,20,50,50,40,50,20,40,50,20,50,20,20,20,20,50,50,20,50,20,75,20,50,20,20,50,20,50,75,50,50,75,20,20,20,50,50,50,75,20,20,75,20,20,20,20,20,50,20,50,20,50,50,20,20,50,20,20,50,20,50,20,20,20,50,20,20,20,50,20,50,20
Taxation,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,75,75,75,85,85,85,85,85,100,75,75,75,75,75,75,75,75,75,75,20,20,20,20,20,20,20,20,20,85,75,75,20,20,50,50,20,50,20,20,20,20,75,20,20,20,50,20,50,50,20,75,75,20,50,75,50,20,50,50,20,75,75,20,50,85,20,50,50,20,75,20,20,75,50,50,50,20,20,20,20,20,50,20,20,20,20,50,50,75,20,50,50,20,50,20,20,20,20,75,20,75,20,75,75,20,20,50,20,20,50,50,40,40,40,40,40,20,50,20,50,50,40,50,20,40,50,20,50,20,20,20,20,50,50,20,50,20,75,20,50,20,20,50,20,50,75,50,50,75,20,20,20,50,50,50,75,20,20,75,20,20,20,20,20,50,20,50,20,50,50,20,20,50,20,20,50,20,50,20,20,20,50,20,20,20,50,20,50,20
Marketing,15,15,50,15,10,50,50,50,10,50,50,50,50,50,50,50,10,10,10,50,50,50,50,10,50,50,10,10,50,50,50,5,50,50,50,50,10,50,50,25,10,50,50,50,10,50,50,5,50,50,10,5,15,5,50,50,50,50,50,50,50,70,10,50,50,50,50,50,50,15,15,15,10,50,50,50,50,50,50,5,50,50,50,85,85,75,75,75,75,75,75,75,100,95,85,70,75,85,75,75,75,50,20,20,20,20,20,20,20,20,20,70,75,65,20,45,10,15,20,15,20,25,20,20,85,40,15,20,50,45,50,50,35,10,95,10,20,15,15,40,10,50,20,75,75,20,50,75,20,50,50,20,75,20,20,75,50,50,50,20,20,20,20,20,50,20,20,20,20,50,50,75,20,50,50,20,50,20,20,20,20,75,20,75,20,75,75,20,20,10,20,20,50,50,40,40,40,40,40,20,50,20,50,50,40,50,20,40,50,20,50,20,20,20,20,50,50,20,50,20,75,20,50,20,20,50,20,50,75,50,50,75,20,20,20,50,50,50,75,20,20,75,20,20,20,20,20,50,20,50,20,50,50,20,20,50,20,20,50,20,50,20,20,20,50,20,20,20,50,20,50,20
Advertising,15,15,50,25,10,50,50,50,25,50,50,50,50,50,50,50,10,10,10,50,50,50,50,10,50,50,10,10,50,50,50,5,50,50,50,50,10,50,50,25,5,50,50,50,10,50,50,5,50,50,10,5,15,5,50,50,50,50,50,50,50,70,10,50,50,50,50,50,50,15,15,15,10,50,50,50,50,50,50,5,50,50,50,85,85,75,75,60,60,75,75,75,95,100,85,70,70,85,75,75,75,85,20,20,20,20,20,20,20,20,20,60,70,70,20,45,10,15,20,15,35,30,30,25,85,30,15,20,50,50,50,50,40,10,95,10,20,25,30,100,5,50,20,75,75,20,50,75,20,50,50,20,75,20,20,75,50,50,50,20,20,20,20,20,50,20,20,20,20,50,50,75,20,50,50,20,50,20,20,20,20,75,20,75,20,75,75,20,20,10,20,20,50,50,40,40,40,40,40,20,50,20,50,50,40,50,20,40,50,20,50,20,20,20,20,50,50,20,50,20,75,20,50,20,20,50,20,50,75,50,50,75,20,20,20,50,50,50,75,20,20,75,20,20,20,20,20,50,20,50,20,50,50,20,20,50,20,20,50,20,50,20,20,20,50,20,20,20,50,20,50,20
Public Relations,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,75,75,75,75,75,75,75,75,75,85,85,100,75,75,75,75,75,75,75,20,20,20,20,20,20,20,20,20,75,75,75,20,20,50,50,20,50,20,20,20,20,85,20,20,20,50,20,50,50,20,75,85,20,50,75,50,20,50,50,20,75,75,20,50,75,20,50,50,20,75,20,20,75,50,50,50,20,20,20,20,20,50,20,20,20,20,50,50,75,20,50,50,20,50,20,20,20,20,75,20,75,20,75,75,20,20,50,20,20,50,50,40,40,40,40,40,20,50,20,50,50,40,50,20,40,50,20,50,20,20,20,20,50,50,20,50,20,75,20,50,20,20,50,20,50,75,50,50,75,20,20,20,50,50,50,75,20,20,75,20,20,20,20,20,50,20,50,20,50,50,20,20,50,20,20,50,20,50,20,20,20,50,20,20,20,50,20,50,20
Human Resource Management,15,15,50,15,10,50,50,50,10,50,50,50,50,50,50,50,10,10,10,50,50,50,50,10,50,50,10,10,50,50,50,5,50,50,50,50,10,50,50,25,5,50,50,50,10,50,50,5,50,50,10,5,15,5,50,50,50,50,50,50,50,60,10,50,50,50,50,50,50,15,15,15,10,50,50,50,50,50,50,5,50,50,50,85,85,75,75,70,70,75,75,75,75,70,75,100,95,70,75,75,75,45,20,20,20,20,20,20,20,20,20,65,75,60,20,65,10,15,20,15,20,30,20,25,75,25,15,20,50,40,50,50,55,10,80,10,20,15,15,5,10,50,20,75,75,20,50,75,20,50,50,20,75,20,20,75,50,50,50,20,20,20,20,20,50,20,20,20,20,50,50,75,20,50,50,20,50,20,20,20,20,75,20,75,20,75,75,20,20,10,20,20,50,50,40,40,40,40,40,20,50,20,50,50,40,50,20,40,50,20,50,20,20,20,20,50,50,20,50,20,75,20,50,20,20,50,20,50,75,50,50,75,20,20,20,50,50,50,75,20,20,75,20,20,20,20,20,50,20,50,20,50,50,20,20,50,20,20,50,20,50,20,20,20,50,20,20,20,50,20,50,20
Human Resource Development,15,15,50,15,10,50,50,50,25,50,50,50,50,50,50,50,10,10,10,50,50,50,50,10,50,50,10,10,50,50,50,5,50,50,50,50,10,50,50,25,5,50,50,50,10,50,50,5,50,50,10,5,15,5,50,50,50,50,50,50,50,60,10,50,50,50,50,50,50,15,15,15,10,50,50,50,50,50,50,5,50,50,50,85,85,75,75,70,70,75,75,75,75,70,75,95,100,70,75,75,75,80,20,20,20,20,20,20,20,20,20,65,75,60,20,75,10,15,20,15,20,30,20,25,75,25,15,20,50,40,50,50,65,10,80,10,20,15,15,5,5,50,20,75,75,20,50,75,20,50,50,20,75,20,20,75,50,50,50,20,20,20,20,20,50,20,20,20,20,50,50,75,20,50,50,20,50,20,20,20,20,75,20,75,20,75,75,20,20,10,20,20,50,50,40,40,40,40,40,20,50,20,50,50,40,50,20,40,50,20,50,20,20,20,20,50,50,20,50,20,75,20,50,20,20,50,20,50,75,50,50,75,20,20,20,50,50,50,75,20,20,75,20,20,20,20,20,50,20,50,20,50,50,20,20,50,20,20,50,20,50,20,20,20,50,20,20,20,50,20,50,20
International Business,25,25,50,35,20,50,50,50,25,50,50,50,50,50,50,50,20,20,20,50,50,50,50,15,50,50,30,30,50,50,50,10,50,50,50,50,35,50,50,25,5,50,50,50,20,50,50,15,50,50,20,15,25,10,50,50,50,50,50,50,50,85,15,50,50,50,50,50,50,15,15,15,15,50,50,50,50,50,50,5,50,50,50,90,85,75,75,70,70,75,75,75,85,85,75,70,70,100,75,75,75,85,20,20,20,20,20,20,20,20,20,65,75,70,20,40,15,15,20,25,35,40,25,35,75,25,25,20,50,45,50,50,35,15,85,15,25,25,20,10,5,50,20,75,75,20,50,75,20,50,50,20,75,20,20,75,50,50,50,20,20,20,20,20,50,20,20,20,20,50,50,85,20,50,50,20,50,20,20,20,20,75,20,75,20,75,75,20,20,15,20,20,50,50,40,40,40,40,40,20,50,20,50,50,40,50,20,40,50,20,50,20,20,20,20,50,50,20,50,20,75,20,50,20,20,50,20,50,75,50,50,75,20,20,20,50,50,50,75,20,20,75,20,20,20,20,20,50,20,50,20,50,50,20,20,50,20,20,50,20,50,20,20,20,50,20,20,20,50,20,50,20
Entrepreneurship,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,100,75,75,75,20,20,20,20,20,20,20,20,20,75,75,75,20,20,50,50,20,50,20,20,20,20,75,20,20,20,50,20,50,50,20,75,75,20,50,75,50,20,50,50,20,75,75,20,50,75,20,50,50,20,75,20,20,75,50,50,50,20,20,20,20,20,50,20,20,20,20,50,50,75,20,50,50,20,50,20,20,20,20,75,20,75,20,75,75,20,20,50,20,20,50,50,40,40,40,40,40,20,50,20,50,50,40,50,20,40,50,20,50,20,20,20,20,50,50,20,50,20,75,20,50,20,20,50,20,50,75,50,50,75,20,20,20,50,50,50,75,20,20,75,20,20,20,20,20,50,20,50,20,50,50,20,20,50,20,20,50,20,50,20,20,20,50,20,20,20,50,20,50,20
Supply Chain Management,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,100,85,75,20,20,20,20,20,20,20,20,20,75,75,75,20,20,50,50,20,50,20,20,20,20,75,20,20,20,50,20,50,50,20,75,75,20,50,75,50,20,50,50,20,85,75,20,50,75,20,50,50,20,75,20,20,75,50,50,50,20,20,20,20,20,50,20,20,20,20,50,50,75,20,50,50,20,50,20,20,20,20,75,20,75,20,75,75,20,20,50,20,20,50,50,40,40,40,40,40,20,50,20,50,50,40,50,20,40,50,20,50,20,20,20,20,50,50,20,50,20,75,20,50,20,20,50,20,50,75,50,50,75,20,20,20,50,50,50,75,20,20,75,20,20,20,20,20,50,20,50,20,50,50,20,20,50,20,20,50,20,50,20,20,20,50,20,20,20,50,20,50,20
Transportation Management,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,50,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,75,85,100,75,20,20,20,20,20,20,20,20,20,75,75,75,20,20,50,50,20,50,20,20,20,20,75,20,20,20,50,20,50,50,20,75,75,20,50,75,50,20,50,50,20,85,75,20,50,75,20,50,50,20,75,20,20,75,50,50,50,20,20,20,20,20,50,20,20,20,20,50,50,75,20,50,50,20,50,20,20,20,20,75,20,75,20,75,75,20,20,50,20,20,50,50,40,40,40,40,40,20,50,20,50,50,40,50,20,40,50,20,50,20,20,20,20,50,50,20,50,20,75,20,50,20,20,50,20,50,75,50,50,75,20,20,20,50,50,50,75,20,20,75,20,20,20,20,20,50,20,50,20,50,50,20,20,50,20,20,50,20,50,20,20,20,50,20,20,20,50,20,50,20
Business Analytics,70,70,50,90,60,50,50,50,80,50,50,50,50,50,50,50,35,40,35,50,50,50,50,15,50,50,20,20,50,50,50,20,50,50,50,50,15,50,50,15,10,50,50,50,15,50,50,15,50,50,60,15,85,85,50,50,50,50,50,50,50,25,15,50,50,50,50,50,50,15,15,15,15,50,50,50,50,50,50,15,50,50,50,85,85,75,75,80,80,75,75,75,80,85,75,75,80,85,75,75,75,100,20,20,20,20,20,20,20,20,20,75,80,15,20,30,15,15,20,15,25,25,10,20,75,20,65,20,50,45,50,50,25,20,85,10,15,100,30,20,5,50,20,75,75,20,50,75,20,50,50,20,75,20,20,75,50,50,50,20,20,20,20,20,50,20,20,20,20,50,50,75,20,50,50,20,50,20,20,20,20,75,20,85,20,75,75,20,20,20,20,20,50,50,40,40,40,40,40,20,50,20,50,50,40,50,20,40,50,20,50,20,20,20,20,50,50,20,50,20,75,20,50,20,20,50,20,50,75,50,50,75,20,20,20,50,50,50,75,20,20,75,20,20,20,20,20,50,20,50,20,50,50,20,20,50,20,20,50,20,50,20,20,20,50,20,20,20,50,20,50,20
Creative Writing,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,100,85,75,75,75,75,75,75,75,20,20,20,20,60,20,20,20,20,20,20,75,60,20,75,20,75,20,75,20,20,60,20,20,75,20,20,20,75,20,20,75,20,20,20,20,20,75,20,20,75,20,75,75,20,20,20,20,20,60,20,20,60,20,75,20,75,20,20,20,20,20,20,20,60,20,60,75,20,20,20,60,20,20,20,20,20,20,20,60,20,20,20,40,40,40,40,40,60,20,20,20,20,40,20,20,40,20,75,20,20,60,75,20,20,20,75,20,75,20,75,20,60,75,20,60,20,20,20,20,20,20,60,60,20,20,20,20,75,20,20,20,75,20,60,75,20,75,20,20,20,20,20,75,20,75,20,20,75,20,20,75,75,20,60,20,75,20,20,20,20
